branch_id,mape
1,3.2823141195575243
2,3.340883916223892
3,4.53041322323103
4,5.4453721640292185
5,8.42556566620109
6,13.483305061741973
7,7.331678148151523
8,16.231498296092656
9,6.437429217581708
10,13.566026288545963
11,4.832326695199014
12,4.45623294540178
13,8.082697974202665
14,10.074661842124225
15,5.5921939447369935
16,17.968735562325165
17,12.617674344693414
18,8.766035477910819
19,14.254137729484931
20,13.964880874320587
